med3_Minasunda.txt
((-1.2391596101224422e-05, 0.10249564051628113, 0.9947354197502136, 47.16846466064453), (-9.002231308841147e-06, 0.994733452796936, -0.10249564051628113, -0.21064764261245728), (-1.0000020265579224, -1.0023064533015713e-05, -1.1414018445066176e-05, -155.53414916992188), (0.0, 0.0, 0.0, 1.0))
((-3.59678665518004e-06, -0.9666517376899719, 0.25609534978866577, -112.50444030761719), (2.62185676547233e-06, -0.2560955584049225, -0.9666517376899719, -69.03985595703125), (1.000000238418579, -2.62185676547233e-06, 3.21704828820657e-06, -155.5343017578125), (0.0, 0.0, 0.0, 1.0))
((1.0, 0.0, 0.0, -84.83566284179688), (0.0, 1.0, 0.0, -72.85295104980469), (0.0, 0.0, 1.0, -155.53424072265625), (0.0, 0.0, 0.0, 1.0))
((1.0, 0.0, 0.0, -67.38400268554688), (0.0, 1.0, 0.0, -72.85294342041016), (0.0, 0.0, 1.0, -155.53424072265625), (0.0, 0.0, 0.0, 1.0))
((0.8254537582397461, -0.5644697546958923, -5.70348731798731e-07, -51.35195541381836), (0.5644697546958923, 0.8254537582397461, 3.216587356291711e-05, -82.1054458618164), (-1.7685866623651236e-05, -2.687338383111637e-05, 1.0, -155.5343017578125), (0.0, 0.0, 0.0, 1.0))
((0.9998918175697327, 0.014707191847264767, 0.0002360597427468747, 14.432202339172363), (-0.014709079638123512, 0.9997477531433105, 0.016971077769994736, -6.259267807006836), (1.3596465578302741e-05, -0.01697271503508091, 0.9998559355735779, 2.9110310077667236), (0.0, 0.0, 0.0, 1.0))
((-0.9996304512023926, 0.027270173653960228, 0.00032614869996905327, 14.368170738220215), (-0.027271829545497894, -0.9994927048683167, -0.016597559675574303, 6.150413513183594), (-0.00012663535017054528, -0.01660028100013733, 0.9998621940612793, 2.9108824729919434), (0.0, 0.0, 0.0, 1.0))
((0.9852847456932068, 0.17089612782001495, 0.0029179996345192194, -84.95845031738281), (-0.17092102766036987, 0.9851411581039429, 0.016819512471556664, -80.8174819946289), (-2.521405235711427e-07, -0.01707075722515583, 0.9998542666435242, -155.43650817871094), (0.0, 0.0, 0.0, 1.0))
((1.0, -0.00023284793132916093, 3.045844096050132e-05, -67.22942352294922), (0.00023229329963214695, 0.9998539090156555, 0.017092594876885414, -82.40443420410156), (-3.4433967812219635e-05, -0.017092587426304817, 0.9998539090156555, -155.43649291992188), (0.0, 0.0, 0.0, 1.0))
((0.9464098811149597, -0.3229210078716278, -0.00551094114780426, -49.36578369140625), (0.3229680061340332, 0.9462721347808838, 0.016146952286362648, -88.81614685058594), (6.61156434489385e-07, -0.017061492428183556, 0.9998544454574585, -155.4365234375), (0.0, 0.0, 0.0, 1.0))
((-0.0007572835893370211, 0.003140344750136137, 0.9999973177909851, 15.807798385620117), (0.0012523881159722805, 0.9999942779541016, -0.0031393978279083967, 2.380354642868042), (-1.0000014305114746, 0.0012500121956691146, -0.0007612121989950538, 1.5709011554718018), (0.0, 0.0, 0.0, 1.0))
((0.9999986886978149, 0.0016142799286171794, 0.00021461940195877105, 15.811803817749023), (-0.001614285632967949, 0.9999986886978149, 2.657915865711402e-05, -0.05422721058130264), (-0.00021457621187437326, -2.692557973205112e-05, 1.0, 1.5708950757980347), (0.0, 0.0, 0.0, 1.0))
((0.9999921917915344, 0.003954049199819565, 4.9510148528497666e-05, 15.753007888793945), (-0.003954052925109863, 0.9999921917915344, 6.967509398236871e-05, -2.4911820888519287), (-4.9234262405661866e-05, -6.987031520111486e-05, 1.0, 1.5708215236663818), (0.0, 0.0, 0.0, 1.0))
((1.0, 0.0, 0.0, -67.50416564941406), (0.0, 1.0, 0.0, -64.60810852050781), (0.0, 0.0, 1.0, -156.7769012451172), (0.0, 0.0, 0.0, 1.0))
((0.9999757409095764, 0.006963226944208145, -1.3272000387587468e-07, -50.05110549926758), (-0.006963226944208145, 0.9999757409095764, -3.811980423051864e-05, -64.63470458984375), (-1.3272000387587468e-07, 3.811980423051864e-05, 1.0, -156.77691650390625), (0.0, 0.0, 0.0, 1.0))
((0.9715836048126221, -0.23669657111167908, 0.0, -119.60496520996094), (0.23669657111167908, 0.9715836048126221, 0.0, -56.1168212890625), (0.0, 0.0, 1.0, -156.77691650390625), (0.0, 0.0, 0.0, 1.0))
((1.0, 0.0, 0.0, -102.04205322265625), (0.0, 1.0, 0.0, -58.01145935058594), (0.0, 0.0, 1.0, -156.7769012451172), (0.0, 0.0, 0.0, 1.0))
((0.9893059730529785, 0.004131882917135954, 0.14579640328884125, -84.8836898803711), (0.14585494995117188, -0.028018096461892128, -0.9889092445373535, -60.540863037109375), (-1.1282082823527162e-06, 0.9995989203453064, -0.028321126475930214, -156.80767822265625), (0.0, 0.0, 0.0, 1.0))
((0.9922510981559753, 1.4114093573880382e-06, 0.1242489293217659, -67.47348022460938), (-0.1242489293217659, 2.254492210340686e-05, 0.9922511577606201, -54.57939910888672), (-1.4114093573880382e-06, -1.0000001192092896, 2.254492210340686e-05, -156.77691650390625), (0.0, 0.0, 0.0, 1.0))
((0.9996976852416992, -3.316349861393064e-08, -0.024587390944361687, -50.16341781616211), (-0.024587390944361687, -2.77215508504014e-06, -0.999697744846344, -61.5723876953125), (-3.316349861393064e-08, 1.0000001192092896, -2.77215508504014e-06, -156.77691650390625), (0.0, 0.0, 0.0, 1.0))
((1.0, 0.0, 0.0, -119.10736083984375), (0.0, 1.0, 0.0, -89.84278869628906), (0.0, 0.0, 1.0, -156.472900390625), (0.0, 0.0, 0.0, 1.0))
((1.0, 0.0, 0.0, -102.4154052734375), (0.0, 1.0, 0.0, -89.84278869628906), (0.0, 0.0, 1.0, -156.472900390625), (0.0, 0.0, 0.0, 1.0))
((-0.4419853091239929, -0.8728352785110474, 0.20689934492111206, -115.52212524414062), (0.8663854598999023, -0.4751448333263397, -0.15366670489311218, -129.24900817871094), (0.23243291676044464, 0.11133614927530289, 0.9662190079689026, -156.472900390625), (0.0, 0.0, 0.0, 1.0))
((1.0, 0.0, 0.0, -67.22300720214844), (0.0, 1.0, 0.0, -89.84278869628906), (0.0, 0.0, 1.0, -156.472900390625), (0.0, 0.0, 0.0, 1.0))
((0.15638521313667297, 0.481681227684021, 0.8622800707817078, 12.918993949890137), (0.08435656130313873, -0.8763453960418701, 0.47423920035362244, -246.4259490966797), (0.9840872287750244, -0.0014250304084271193, -0.17768046259880066, -156.472900390625), (0.0, 0.0, 0.0, 1.0))
